key	value
QUEST_PURGING_THE_GROVE_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_REVILING_THE_RAGEBOARS_NAME	痛击愤愤猪
QUEST_REVILING_THE_RAGEBOARS_DESCRIPTION	图尔山谷的愤愤猪都是一群懦夫。它们自认为有能力与我们抗衡，真是可笑。\n\n<color=cyan>山谷深处有一座寺庙，里面全是那些该死的东西。</color>这些邪恶的野猪是由一个在这世上没有任何牵挂的邪恶生物所创造的。等到时机成熟，我们会讨论如何对付她的，流离者。担现在，我们必须先集中精力于你能够处理的事情。\n\n<color=yellow>消灭20只愤愤猪。它们就藏身于我所说的图尔山谷的寺庙里。</color>注意，你若是不慎深入寺庙，很可能会丧命。\n
QUEST_REVILING_THE_RAGEBOARS_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_THE_COLOSSUS_NAME	撼地巨像
QUEST_THE_COLOSSUS_DESCRIPTION	我看到你已经能很好地应对新月堡垒的敌人了。干得不错，流离者。<color=cyan>现在是时候向前迈出一步，前去新月林地了。</color>在那里，你将见识到一股污秽的黑暗魔力，许多曾属于我们一族的堕落之人也早已沉沦于腐化的深渊。\n\n有一对兄弟，我曾与他们熟识。他们现在成为了绯咒者，与其他被腐化的族人无异...<color=cyan>这对兄弟创造了一座魔像，一座足以将世界撕裂的巨像。</color>我们必须了结他们的阴谋。<color=yellow>摧毁那座巨像，然后来找我。</color>\n\n<color=yellow>如果你还不认路，去找安琪拉。她会指引你前往新月林地。</color>\n
QUEST_THE_COLOSSUS_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_PURGING_THE_UNDEAD_NAME	肃清不死生物
QUEST_PURGING_THE_UNDEAD_DESCRIPTION	<color=cyan>圣所陵墓就像一处无尽的炼狱，其用途就是逼迫圣地向他们臣服。</color>可惜，它们愚蠢到根本不明白自己在和谁作对。我对这些可悲的生物已经没多少耐心了。\n\n<color=cyan>你的灵魂已承载了我力量的一部分，而现在我们会让这些不死生物在痛苦中尖叫。</color><color=yellow>消灭25只剧毒鬼火，15只腐臭史莱姆，和30只幽魂。你可以在圣所陵墓中找到它们。</color>让这些不死生物好好记住，谁才是掌控这片土地的真正主人。\n
QUEST_PURGING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_THE_VOICE_OF_ZUULNERUDA_NAME	祖纳鲁达之声
QUEST_THE_VOICE_OF_ZUULNERUDA_DESCRIPTION	安静。<i>听见了吗？</i> 那从墓穴深处传来的隐隐讥笑声。<color=cyan>在那深处，他，正源源不断的使死者们复生。</color>\n\n<color=cyan>他叫祖纳鲁达，</color> 是一只幽魂之主。作为不死大军中地位较高的一员骨干，他必须被清除。<color=yellow>找到祖纳鲁达，杀了他。他盘踞于那被扭曲的陵墓中层。</color>\n\n快点，流离者…时间紧迫。<color=yellow>等你手上浸满他的鲜血，再来找我。</color>\n\n<color=cyan>[在（LV6-12）圣所陵墓击败幽魂之主-祖纳鲁达]</color>
QUEST_THE_VOICE_OF_ZUULNERUDA_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_GHOSTLY_GOODS_NAME	与鬼魂讨价还价
QUEST_GHOSTLY_GOODS_DESCRIPTION	哎呀，你不介意的话，我还真有点事儿需要你帮忙！<color=cyan>如果你愿意，我还会告诉你一个小秘密，不过可得替我保密哦！</color>\n\n我正在找一种特别的幽灵材料，<color=cyan>它能研磨成细腻的小粉末，可以让用了的人隐身！</color>\n\n所以，<color=yellow>帮我去弄点幽灵尘，那些不死生物身上应该能找到；还有一些幽魂项圈，就是幽魂戴的那种怪东西。</color>\n\n弄够了再回来找我，好吗？
QUEST_GHOSTLY_GOODS_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_SUMMORE_SPECTRAL_POWDER_NAME	制作更多隐身粉末！
QUEST_SUMMORE_SPECTRAL_POWDER_DESCRIPTION	嗯哼！咋样，亲爱的？那粉末是不是挺妙的，<i>对吧？</i>\n\n要是你还想要更多的话，那就再去弄点幽灵尘和幽魂项圈吧！这次不需要像之前那样多了。<color=cyan>记住啦，还是圣所陵墓那个地方找！</color>\n\n<color=yellow>带个20份幽灵尘和8个幽魂项圈回来，</color>我就再给你整一批！<i>这次我给你多做点！</i>
QUEST_SUMMORE_SPECTRAL_POWDER_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_DEVIOUS_PACT_NAME	狡猾的印记
QUEST_DEVIOUS_PACT_DESCRIPTION	哎哟瞧瞧你！看来你最近可没闲着嘛！<color=cyan>>我正打算告诉你个秘密，不过这事儿只能咱俩和极少数人知道，明白吧？</color>\n\n我猜你肯定喜欢那些亮闪闪的东西？金币啊，战利品啥的？还是说喜欢让敌人晕头转向找不着你？这方面我可帮得上你……<color=cyan>信不信由你，我可是盗贼守护者！</color> 我们都为生意拼尽全力，<i>即使得用些特别的小手段达成目的....</i>\n\n<color=yellow>拿着这个，好好考虑一下要不要加入我和我的团队！记住，一旦选了可就不能反悔哦。如果不小心弄丢了，记得再来找我要！</color>
QUEST_DEVIOUS_PACT_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_TRIGGER_GETBANDITCLASS_PREFIX	盗贼秘籍
QUEST_TRIGGER_GETBANDITCLASS_SUFFIX	阅读
QUEST_MAKIN_A_VILE_BLADE_NAME	制作一把极恶之剑
QUEST_MAKIN_A_VILE_BLADE_DESCRIPTION	<color=cyan>对了，你去过新月堡垒了没？</color> 我听说那地方现在被那些有口臭的家伙占据了！呃...我们还没确定该怎么称呼它们，<color=cyan>所以呢!就简单地叫它们“大嘴怪”吧。</color>\n\n我知道我们该做点什么了，让它们尝尝自己的“味道”！？<color=yellow>把一粗陋之剑、5颗大嘴怪牙、3颗史莱米库的眼睛和10块腐臭史莱姆之核带来给我！</color> 我们就能把那把刀做得像它们一样恶心！亲爱的。\n\n<color=cyan>你可以在新月堡垒找到粗陋之剑，在埃福德露台找到史莱米库，在圣所陵墓找到腐臭史莱姆！</color>\n\n
QUEST_MAKIN_A_VILE_BLADE_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_A_WIZWAND_NAME	制作一把巫巫法杖
QUEST_MAKIN_A_WIZWAND_DESCRIPTION	<color=cyan>亲爱的，你见过那些奇怪的巫巫猪了吗？</color> 那帮家伙总是看起来一副很开心的样子，但相信我，它们可不是什么好东西！\n\n或许我们可以做个小一点、更好用的法杖，就像它们用的那种，对吧？<color=yellow>帮我弄来一根巫巫猪的角、5根枯木妖树枝和5块枯木妖原木！</color> 怎么样？\n
QUEST_MAKIN_A_WIZWAND_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_MORE_VILE_BLADES_NAME	制作更多极恶之剑
QUEST_MAKIN_MORE_VILE_BLADES_DESCRIPTION	<color=cyan>准备好再造一把极恶之剑了吗？</color> 好的！\n\n<color=yellow>拿给我一把粗陋之剑、5颗大嘴怪牙、3颗史莱米库的眼睛，还有10个腐臭史莱姆之核！</color>\n\n\n<color=cyan>你可以在新月堡垒找到粗陋之剑，在埃福德露台找到史莱米库，腐臭史莱姆就在圣所陵墓等着你！</color>\n
QUEST_MAKIN_MORE_VILE_BLADES_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_MORE_WIZWANDS_NAME	制作更多巫巫法杖
QUEST_MAKIN_MORE_WIZWANDS_DESCRIPTION	<color=cyan>想再做一根巫巫法杖吗？</color> 咱可以搞定！不过提前跟你说一声，<i>还是需要一样的材料。</i>\n\n<color=yellow>拿来1根巫巫猪的角、5根枯木妖树枝和5块枯木妖原木！</color>剩下的我们会搞定的！\n\n
QUEST_MAKIN_MORE_WIZWANDS_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MASTERY_OF_KATARS_NAME	拳剑之精通
QUEST_MASTERY_OF_KATARS_DESCRIPTION	哎呀！你瞧瞧？我本还以为自己再也不会跟别人说这些事儿了，不过既然你问了，那我就告诉你吧。\n\n很久以前，我可天天都在琢磨怎么在商界中占据一席之地，确保每一笔交易都顺利进行，也没有绊脚石。<color=cyan>那些日子里，我摸索出了一套适用拳刃的特殊技巧！</color> 这些小家伙既锋利又迅速，瞬间就能把我的竞争对手干趴下！\n\n要是你对我说的这些技能感兴趣，我可以教你！<color=yellow>拿着这卷轴，它能给你所需的力量，把那些小喽啰揍得服服帖帖！</color>\n\n<color=yellow>当然啦，如果你改主意了，随时可以来找我，我再给你一份卷轴。要是不小心丢了，记得再来找我要哦！</color>
QUEST_MASTERY_OF_KATARS_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_TRIGGER_USEKATARSCROLL_PREFIX	拳剑精通卷轴
QUEST_TRIGGER_USEKATARSCROLL_SUFFIX	阅读
QUEST_MASTERY_OF_RANGE_NAME	远程之精通
QUEST_MASTERY_OF_RANGE_DESCRIPTION	<color=cyan>你有没有想过自己可能会对远程武器的使用技巧感兴趣呢？</color> 听着可能有点意外，亲爱的。但说真的我可是对这些东西很有一套的哦！这些技巧曾经可是救过我和我的队伍无数次命呢！\n\n嗯…如果你也想学点这方面的本事，我可以教你！<color=yellow> 拿着这张卷轴吧，它会教你如何掌握远程武器的使用技巧，让它们的威力发挥到极致！ </color>\n\n<color=yellow>当然啦，随时可以来找我，我随时可以再给你一张。不过记得，这卷轴可不能随便丢，一旦掉地它就会消失，明白了吗？</color>
QUEST_MASTERY_OF_RANGE_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_TRIGGER_USERANGEDSCROLL_PREFIX	远程精通卷轴
QUEST_TRIGGER_USERANGEDSCROLL_SUFFIX	阅读
QUEST_MAKIN_A_GOLEM_CHESTPIECE_NAME	制作一套魔像胸甲
QUEST_MAKIN_A_GOLEM_CHESTPIECE_DESCRIPTION	<color=cyan>那些新月堡垒的魔像可真是强得吓人！</color>不过，咱们能利用它们的魔核和宝石拿来做点有意思的东西，做个结实的胸甲绝对没问题！\n\n\n<color=yellow>把10个魔像之核和15个魔像宝珠带来，</color>咱们就能打造出这件强力的胸甲了！
QUEST_MAKIN_A_GOLEM_CHESTPIECE_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_SUMMORE_GOLEM_CHESTPIECES_NAME	制作更多魔像胸甲
QUEST_SUMMORE_GOLEM_CHESTPIECES_DESCRIPTION	哦？<color=cyan>你想再做一个魔像胸甲吗？</color>那你得给我一样的材料，亲爱的！\n\n<color=yellow>带来10个魔像之核和15个魔像宝珠，</color>我们就能做出那副胸甲！\n
QUEST_SUMMORE_GOLEM_CHESTPIECES_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_A_RAGESPEAR_NAME	制作一把愤愤长枪
QUEST_MAKIN_A_RAGESPEAR_DESCRIPTION	嗯，我记得！你之前做过一把突突长枪，对吧？<color=cyan>想让它更强力一点吗？咱们可以试试……</color>\n\n<color=yellow>去图尔山谷找那些愤愤猪，我需要它们头上的角！</color>  它们比你之前遇到的那些突突猪要难对付些，所以要集中精神，亲爱的！\n\n<color=yellow>另外，我还需要15个狱火史莱姆之核来把它们拼起来。这些东西得从圣所陵墓里最难搞的狱火史莱姆身上弄到….哦对了，记得带上你的突突长枪！</color>
QUEST_MAKIN_A_RAGESPEAR_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_MORE_RAGESPEARS_NAME	制作更多愤愤长枪
QUEST_MAKIN_MORE_RAGESPEARS_DESCRIPTION	<color=cyan>嗯？又想弄把愤愤长枪，是吧，亲爱的？</color> 好嘞！咱们需要这些东西：\n\n<color=yellow>一把突突长枪，一把愤愤猪长枪，还有15个狱火史莱姆之核！</color>\n\n<color=cyan>把这些搞定，咱就能把它打造得更强！愤愤猪可以在图尔山谷找到，可得去圣所陵墓最难的地方找找！ </color> 祝你好运啦！
QUEST_MAKIN_MORE_RAGESPEARS_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_NAME	制作一件巨像胸甲
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_DESCRIPTION	<color=cyan>还记得我们之前做的那个魔像胸甲吗？</color>告诉你，我有办法让它<i>更强大！</i>\n\n<color=cyan>在新月林地里，住着一种更强大的魔像！</color>它们可是很麻烦的家伙！\n\n让我们用它们的材料做一件更强的胸甲吧！<color=yellow>带上……一个魔像胸甲，15个巨石魔像之核，10个巨石魔像宝石，还有5张来自新月林地的诅咒符纸！</color>\n\n<i>怎么样？</i>\n
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_SUMMORE_MONOLITH_CHESTPIECES_NAME	制作更多巨石魔像胸甲
QUEST_SUMMORE_MONOLITH_CHESTPIECES_DESCRIPTION	哈！又想做一件巨石魔像胸甲吗？好嘞！我们需要这些材料：\n\n<color=yellow>嗯...带上……一件魔像胸甲，15个巨石魔像之核，10个巨石魔像宝珠，还有5张来自新月林地的诅咒符纸！</color>\n\n<i>如何？</i>\n
QUEST_SUMMORE_MONOLITH_CHESTPIECES_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_A_MEKSPEAR_NAME	制作一把突突长枪
QUEST_MAKIN_A_MEKSPEAR_DESCRIPTION	嗨，亲爱的！<color=cyan>我刚刚在想着能搞点啥有趣的东西，怎么也得试试做个厉害的长矛吧？</color> 你看，那些突突猪脑袋上的矛看起来挺尖的，对吧？\n\n这样吧，拿给我……嗯，<color=yellow>一根从突突猪脑袋脑袋上弄下来角，再加15个史莱米库的核，用来把它固定好。</color>到时候我会给你做一把漂亮的阔头枪！咋样，听起来不错吧？\n
QUEST_MAKIN_A_MEKSPEAR_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
QUEST_MAKIN_MORE_MEKSPEARS_NAME	制作更多突突长枪
QUEST_MAKIN_MORE_MEKSPEARS_DESCRIPTION	<color=cyan>又想要来弄把突突长枪啊？</color> 好嘞，没问题！\n\n你知道规矩的！我需要……<color=yellow>一根从突突猪脑袋脑袋上弄下来角，还要15个史莱米库的核，这样我才能帮你做出来。</color>完事后我会给你做一把漂亮的阔头枪！咋样，听起来不错吧？\n
QUEST_MAKIN_MORE_MEKSPEARS_COMPLETE_RETURN_MESSAGE	回到圣地去见莎莉。
CONDITION_BURN_NAME	烧伤
CONDITION_BURN_1_DESCRIPTION	燃烧中。
CONDITION_COLD_NAME	冰冻
CONDITION_COLD_1_DESCRIPTION	冰冻中。
CONDITION_GASH_NAME	流血
CONDITION_GASH_1_DESCRIPTION	每0.4秒造成3点流血伤害。
CONDITION_POISON_NAME	中毒
CONDITION_POISON_1_DESCRIPTION	中毒中。
CONDITION_VILEBLADE_POISON_NAME	极恶之毒
CONDITION_VILEBLADE_POISON_1_DESCRIPTION	中毒中。
CONDITION_WEAKENING_NAME	虚弱
CONDITION_WEAKENING_0_DESCRIPTION	物理防御力降低5。
CONDITION_CYRO_SLOW_NAME	迟缓
CONDITION_CYRO_SLOW_0_DESCRIPTION	冰冻，移动速度变得缓慢。
CONDITION_DEFENSE_POTION_NAME	物防药水
CONDITION_DEFENSE_POTION_0_DESCRIPTION	物理防御力提升5。
CONDITION_DEFENSE_POTION_1_DESCRIPTION	物理防御力提升10。
CONDITION_EVASION_POTION_NAME	闪避药水
CONDITION_EVASION_POTION_0_DESCRIPTION	闪避率提升3%。
CONDITION_EVASION_POTION_1_DESCRIPTION	闪避率提升5%。
CONDITION_EVASION_POTION_2_DESCRIPTION	闪避率提升7%。
CONDITION_MGK_DEFENSE_POTION_NAME	魔防药水
CONDITION_MGK_DEFENSE_POTION_0_DESCRIPTION	魔法防御力提升5。
CONDITION_MGK_DEFENSE_POTION_1_DESCRIPTION	魔法防御力提升10。
CONDITION_REGENERATION_POTION_NAME	再生药水
CONDITION_REGENERATION_POTION_0_DESCRIPTION	再生3点生命值。
CONDITION_REGENERATION_POTION_1_DESCRIPTION	再生8点生命值。
CONDITION_SPECTRAL_POWDER_NAME	隐身粉末
CONDITION_SPECTRAL_POWDER_0_DESCRIPTION	获得隐身，任何攻击或者受击都会导致此效果失效。
CONDITION_WISP_CURSE_NAME	鬼火诅咒
CONDITION_WISP_CURSE_1_DESCRIPTION	所有攻击属性值降低2。
CONDITION_WISP_CURSE_2_DESCRIPTION	所有攻击属性值降低5。
CONDITION_WISP_CURSE_3_DESCRIPTION	所有攻击属性值降低10。
CONDITION_WISP_CURSE_4_DESCRIPTION	吸取5点生命值。
CONDITION_EXECUTE_NAME	处决
CONDITION_EXECUTE_1_DESCRIPTION	
CONDITION_BOUNCE_NAME	弹跳
CONDITION_BOUNCE_1_DESCRIPTION	闪避率提升100%。
CONDITION_DEVIOUS_SIGNET_NAME	狡猾印记
CONDITION_DEVIOUS_SIGNET_1_DESCRIPTION	闪避率和暴击率提升5%，耐力上限提升5。
CONDITION_DEVIOUS_SIGNET_2_DESCRIPTION	闪避率和暴击率提升5%，耐力上限提升10。
CONDITION_DEVIOUS_SIGNET_3_DESCRIPTION	闪避率和暴击率提升10%，耐力上限提升10。
CONDITION_DEVIOUS_SIGNET_4_DESCRIPTION	闪避率和暴击率提升10%，耐力上限提升15。
CONDITION_DEVIOUS_SIGNET_5_DESCRIPTION	闪避率和暴击率提升15%，耐力上限提升15。
CONDITION_DEVIOUS_SIGNET_6_DESCRIPTION	闪避率和暴击率提升15%，耐力上限提升20。
CONDITION_KILLER_JAB_NAME	暗杀突刺
CONDITION_KILLER_JAB_1_DESCRIPTION	物理防御力降低10，移动速度降低20%。
CONDITION_MIST_VEIL_NAME	迷雾傍身
CONDITION_MIST_VEIL_1_DESCRIPTION	获得隐身，每1.2秒回复5点生命值。攻击会移除此效果。
CONDITION_MIST_VEIL_2_DESCRIPTION	获得隐身，每1.2秒回复5点生命值。攻击会移除此效果。
CONDITION_MIST_VEIL_3_DESCRIPTION	获得隐身，每1.2秒回复5点生命值。攻击会移除此效果。
CONDITION_MIST_VEIL_4_DESCRIPTION	获得隐身，每1.2秒回复5点生命值。攻击会移除此效果。
CONDITION_PAY_DAY_NAME	收获日
CONDITION_PAY_DAY_1_DESCRIPTION	被盗贼击晕并洗劫一空。
CONDITION_PAY_DAY_2_DESCRIPTION	被盗贼击晕并洗劫一空。
CONDITION_PAY_DAY_3_DESCRIPTION	被盗贼击晕并洗劫一空。
CONDITION_PAY_DAY_4_DESCRIPTION	被盗贼击晕并洗劫一空。
CONDITION_VENOM_SHOT_NAME	淬毒射击
CONDITION_VENOM_SHOT_1_DESCRIPTION	使目标中毒，物理防御力降低3。
CONDITION_VENOM_SHOT_2_DESCRIPTION	使目标中毒，物理防御力降低6。
CONDITION_VENOM_SHOT_3_DESCRIPTION	使目标中毒，物理防御力降低9。
CONDITION_VENOM_SHOT_4_DESCRIPTION	使目标中毒，物理防御力降低12。
CONDITION_VENOM_SHOT_5_DESCRIPTION	使目标中毒，物理防御力降低15。
CONDITION_VENOM_SHOT_6_DESCRIPTION	使目标中毒，物理防御力降低18。
CONDITION_BLOOD_GUSH_NAME	血汩之刃
CONDITION_BLOOD_GUSH_1_DESCRIPTION	流血
CONDITION_BLOOD_GUSH_2_DESCRIPTION	流血
CONDITION_BLOOD_GUSH_3_DESCRIPTION	流血
CONDITION_BLOOD_GUSH_4_DESCRIPTION	流血
CONDITION_LETHAL_STRIKE_NAME	致命突袭
CONDITION_LETHAL_STRIKE_1_DESCRIPTION	闪避率提升100%。
CONDITION_RAGE_NAME	怒火
CONDITION_RAGE_1_DESCRIPTION	所有攻击属性值提升<color=yellow>5</color>。
CONDITION_RAGE_2_DESCRIPTION	所有攻击属性值提升<color=yellow>8</color>。
CONDITION_RAGE_3_DESCRIPTION	所有攻击属性值提升<color=yellow>15</color>。
CONDITION_RAGE_4_DESCRIPTION	所有攻击属性值提升<color=yellow>20</color>。
CONDITION_RAGE_5_DESCRIPTION	所有攻击属性值提升<color=yellow>25</color>。
CONDITION_RAGE_6_DESCRIPTION	所有攻击属性值提升<color=yellow>32</color>。
CONDITION_SHIELD_BASH_NAME	盾牌猛击
CONDITION_SHIELD_BASH_1_DESCRIPTION	眩晕中。
CONDITION_SHIELD_BASH_2_DESCRIPTION	眩晕中。
CONDITION_SHIELD_BASH_3_DESCRIPTION	眩晕中。
CONDITION_SHIELD_BASH_4_DESCRIPTION	眩晕中。
CONDITION_STOMP_NAME	重踏
CONDITION_STOMP_1_DESCRIPTION	减速25%，物理防御力降低15。
CONDITION_BLINK_NAME	闪现术
CONDITION_BLINK_1_DESCRIPTION	闪现
CONDITION_CROSS_FLASH_NAME	圣光
CONDITION_CROSS_FLASH_1_DESCRIPTION	魔法防御力降低5。
CONDITION_CROSS_FLASH_2_DESCRIPTION	魔法防御力降低10。
CONDITION_CROSS_FLASH_3_DESCRIPTION	魔法防御力降低15。
CONDITION_CROSS_FLASH_4_DESCRIPTION	魔法防御力降低20。
CONDITION_FLUXSPEAR_NAME	魔源矛
CONDITION_FLUXSPEAR_1_DESCRIPTION	眩晕中。
CONDITION_FLUXSPEAR_2_DESCRIPTION	眩晕中。
CONDITION_FLUXSPEAR_3_DESCRIPTION	眩晕中。
CONDITION_FLUXSPEAR_4_DESCRIPTION	眩晕中。
CONDITION_IMBUE_NAME	灌魔术
CONDITION_IMBUE_1_DESCRIPTION	魔攻值提升5，魔法防御力提升5，魔力上限提升10。
CONDITION_IMBUE_2_DESCRIPTION	魔攻值提升10，魔法防御力提升5，魔力上限提升10。
CONDITION_IMBUE_3_DESCRIPTION	魔攻值提升15，魔法防御力提升10，魔力上限提升20。
CONDITION_IMBUE_4_DESCRIPTION	魔攻值提升20，魔法防御力提升10，魔力上限提升20。
CONDITION_IMBUE_5_DESCRIPTION	魔攻值提升25，魔法防御力提升15，魔力上限提升25。
CONDITION_PRISM_NAME	棱镜术
CONDITION_PRISM_1_DESCRIPTION	最多吸收10伤害。
CONDITION_PRISM_2_DESCRIPTION	最多吸收20伤害。
CONDITION_PRISM_3_DESCRIPTION	最多吸收30伤害。
CONDITION_PRISM_4_DESCRIPTION	最多吸收40伤害。
CONDITION_PRISM_5_DESCRIPTION	最多吸收50伤害。
CONDITION_RESTORA_NAME	恢复术
CONDITION_RESTORA_1_DESCRIPTION	通过恢复术治疗。
CONDITION_ALACRITY_NAME	轻捷
CONDITION_ALACRITY_1_DESCRIPTION	下一个技能立刻施法，并且不消耗魔力值，生命值或耐力值。
CONDITION_INNER_FOCUS_NAME	聚精会神
CONDITION_INNER_FOCUS_1_DESCRIPTION	下一次物理或魔法攻击将会有100%的暴击率。
CONDITION_LEG_UP_NAME	飞毛腿
CONDITION_LEG_UP_1_DESCRIPTION	移动速度提升<color=yellow>20%</color>，闪避率提升<color=yellow>12%</color>。
CONDITION_LEG_UP_2_DESCRIPTION	移动速度提升<color=yellow>30%</color>，闪避率提升<color=yellow>14%</color>。
CONDITION_LEG_UP_3_DESCRIPTION	移动速度提升<color=yellow>40%</color>，闪避率提升<color=yellow>16%</color>。
CONDITION_RECALL_NAME	召回
CONDITION_RECALL_0_DESCRIPTION	
CONDITION_RECOVERY_NAME	恢复
CONDITION_RECOVERY_1_DESCRIPTION	每2秒回复<color=yellow>3</color>点生命值。
CONDITION_RECOVERY_2_DESCRIPTION	每2秒回复<color=yellow>6</color>点生命值。
CONDITION_RECOVERY_3_DESCRIPTION	每2秒回复<color=yellow>9</color>点生命值。
CONDITION_RECOVERY_4_DESCRIPTION	每2秒回复<color=yellow>12</color>点生命值。
CONDITION_RECOVERY_5_DESCRIPTION	每2秒回复上限<color=yellow>24%</color>的生命值。
CONDITION_SIPHON_LEECH_NAME	虹吸血蛭
CONDITION_SIPHON_LEECH_1_DESCRIPTION	每秒造成3点吸血伤害。
CONDITION_SIPHON_LEECH_2_DESCRIPTION	每秒造成4点吸血伤害。
CONDITION_SIPHON_LEECH_3_DESCRIPTION	每秒造成5点吸血伤害。
CONDITION_STURDY_NAME	结实
CONDITION_STURDY_1_DESCRIPTION	免疫击退，自动招架来袭的攻击。
CONDITION_STURDY_2_DESCRIPTION	免疫击退，自动招架来袭的攻击。
CONDITION_STURDY_3_DESCRIPTION	免疫击退，自动招架来袭的攻击。
STAT_MODIFIER_DIVINE_TAG	神圣的
STAT_MODIFIER_EARTHEN_TAG	大地的
STAT_MODIFIER_ELDRITCH_TAG	异界的
STAT_MODIFIER_ENERGETIC_TAG	不倦的
STAT_MODIFIER_GUARDIAN_TAG	守卫的
STAT_MODIFIER_KILLER_TAG	杀手的
STAT_MODIFIER_LIVELY_TAG	生机的
STAT_MODIFIER_MAGICAL_TAG	魔法的
STAT_MODIFIER_MANAFONT_TAG	注能的
STAT_MODIFIER_MOLTEN_TAG	熔融的
STAT_MODIFIER_PRECISE_TAG	精准的
STAT_MODIFIER_TIDAL_TAG	潮汐的
RACE_IMP_NAME	小鬼
RACE_IMP_DESCRIPTION	来自一处遍布重型机械的深海领域，如今被遗弃了的小恶魔。曾有一时，他们连自行思考都做不到，只能听从召唤他们的奥术师使唤。
RACE_IMP_MISC	犄角
RACE_POON_NAME	珀尔
RACE_POON_DESCRIPTION	一支古老但依旧繁荣的树精种族。依靠自身的机智与狡猾，珀尔们在养育他们的深林中已不再只是猎物，能够对抗任何侵犯他们的外敌。
RACE_POON_MISC	角枝
RACE_KUBOLD_NAME	钴博
RACE_KUBOLD_DESCRIPTION	形似爬行动物、天生擅长使用魔法的隐居族群。钴博们的故乡位于一片偏远干燥的沙漠，且四面皆被奥术与魔法所遮蔽并保护。
RACE_KUBOLD_MISC	犄角
RACE_BYRDLE_NAME	毕鸟
RACE_BYRDLE_DESCRIPTION	优雅而灵敏的旅人，普遍带有些许功利心。待成年后，年轻的毕鸟便会立下誓言，离开养育他们的族群与王国，踏上寻求属于自己宿命的漫漫征途。
RACE_BYRDLE_MISC	喙
RACE_CHANG_NAME	常鼠
RACE_CHANG_DESCRIPTION	个头矮小却坚韧无比，总是追求着超越自身界限的宏大冒险。常鼠们来自一个神秘而先进的文明，但他们常常被视为异类，时常还会被当做惹事精。
RACE_CHANG_MISC	胡须
COMBAT_ELEMENT_AIR_NAME	风
COMBAT_ELEMENT_EARTH_NAME	土
COMBAT_ELEMENT_FIRE_NAME	火
COMBAT_ELEMENT_HOLY_NAME	神圣
COMBAT_ELEMENT_NORMAL_NAME	普通
COMBAT_ELEMENT_SHADOW_NAME	暗影
COMBAT_ELEMENT_WATER_NAME	水
PLAYER_CLASS_EMPTY_NAME	新手
PLAYER_CLASS_FIGHTER_NAME	战士
PLAYER_CLASS_MYSTIC_NAME	秘术师
PLAYER_CLASS_BANDIT_NAME	盗贼
SKILL_BELL_MASTERY_NAME	铃铛精通
SKILL_BELL_MASTERY_DESCRIPTION	学会进一步使用魔法铃铛的能力，允许施法者用它来进行充能攻击。
SKILL_H_MELEE_MASTERY_NAME	重武器精通
SKILL_H_MELEE_MASTERY_DESCRIPTION	学会更熟练使用重武器的能力。
SKILL_KATAR_MASTERY_NAME	拳剑精通
SKILL_KATAR_MASTERY_DESCRIPTION	学会更熟练使用拳剑的能力。
SKILL_MELEE_MASTERY_NAME	轻武器精通
SKILL_MELEE_MASTERY_DESCRIPTION	学会更熟练使用轻武器的能力。
SKILL_POLEARM_MASTERY_NAME	长兵精通
SKILL_POLEARM_MASTERY_DESCRIPTION	学会更熟练使用长柄武器的能力。
SKILL_RANGED_MASTERY_NAME	远程精通
SKILL_RANGED_MASTERY_DESCRIPTION	学会更熟练使用远程武器的能力。
SKILL_SCEPTER_MASTERY_NAME	法杖精通
